day,b1_NH4_N,b1_NO3_N,b1_PO4_P,b1_DISS_OXYGEN,b1_DIA_C,b1_ZOO_C,b1_ZOO_N,b1_ZOO_P,b1_DET_PART_ORG_C,b1_DET_PART_ORG_N,b1_DET_PART_ORG_P,b1_DISS_ORG_C,b1_DISS_ORG_N,b1_DISS_ORG_P,b1_CYN_C,b1_OPA_C,b1_DISS_Si,b1_PART_Si,b1_FIX_CYN_C,b1_INORG_C,b1_TOT_ALK,b1_FE_II,b1_FE_III,b1_MN_II,b1_MN_IV,b1_CA,b1_MG,b1_S_PLUS_6,b1_S_MINUS_2,b1_CH4_C,b1_NOST_VEG_HET_C,b1_AKI_C,b2_NH4_N,b2_NO3_N,b2_PO4_P,b2_DISS_OXYGEN,b2_DIA_C,b2_ZOO_C,b2_ZOO_N,b2_ZOO_P,b2_DET_PART_ORG_C,b2_DET_PART_ORG_N,b2_DET_PART_ORG_P,b2_DISS_ORG_C,b2_DISS_ORG_N,b2_DISS_ORG_P,b2_CYN_C,b2_OPA_C,b2_DISS_Si,b2_PART_Si,b2_FIX_CYN_C,b2_INORG_C,b2_TOT_ALK,b2_FE_II,b2_FE_III,b2_MN_II,b2_MN_IV,b2_CA,b2_MG,b2_S_PLUS_6,b2_S_MINUS_2,b2_CH4_C,b2_NOST_VEG_HET_C,b2_AKI_C,b3_NH4_N,b3_NO3_N,b3_PO4_P,b3_DISS_OXYGEN,b3_DIA_C,b3_ZOO_C,b3_ZOO_N,b3_ZOO_P,b3_DET_PART_ORG_C,b3_DET_PART_ORG_N,b3_DET_PART_ORG_P,b3_DISS_ORG_C,b3_DISS_ORG_N,b3_DISS_ORG_P,b3_CYN_C,b3_OPA_C,b3_DISS_Si,b3_PART_Si,b3_FIX_CYN_C,b3_INORG_C,b3_TOT_ALK,b3_FE_II,b3_FE_III,b3_MN_II,b3_MN_IV,b3_CA,b3_MG,b3_S_PLUS_6,b3_S_MINUS_2,b3_CH4_C,b3_NOST_VEG_HET_C,b3_AKI_C,b4_NH4_N,b4_NO3_N,b4_PO4_P,b4_DISS_OXYGEN,b4_DIA_C,b4_ZOO_C,b4_ZOO_N,b4_ZOO_P,b4_DET_PART_ORG_C,b4_DET_PART_ORG_N,b4_DET_PART_ORG_P,b4_DISS_ORG_C,b4_DISS_ORG_N,b4_DISS_ORG_P,b4_CYN_C,b4_OPA_C,b4_DISS_Si,b4_PART_Si,b4_FIX_CYN_C,b4_INORG_C,b4_TOT_ALK,b4_FE_II,b4_FE_III,b4_MN_II,b4_MN_IV,b4_CA,b4_MG,b4_S_PLUS_6,b4_S_MINUS_2,b4_CH4_C,b4_NOST_VEG_HET_C,b4_AKI_C,b5_NH4_N,b5_NO3_N,b5_PO4_P,b5_DISS_OXYGEN,b5_DIA_C,b5_ZOO_C,b5_ZOO_N,b5_ZOO_P,b5_DET_PART_ORG_C,b5_DET_PART_ORG_N,b5_DET_PART_ORG_P,b5_DISS_ORG_C,b5_DISS_ORG_N,b5_DISS_ORG_P,b5_CYN_C,b5_OPA_C,b5_DISS_Si,b5_PART_Si,b5_FIX_CYN_C,b5_INORG_C,b5_TOT_ALK,b5_FE_II,b5_FE_III,b5_MN_II,b5_MN_IV,b5_CA,b5_MG,b5_S_PLUS_6,b5_S_MINUS_2,b5_CH4_C,b5_NOST_VEG_HET_C,b5_AKI_C
337,0.078125,0.071006,0.012582,11.881250,0.000000,0.040000,0.010000,0.002000,1.265562,0.234500,0.009631,4.879375,0.388250,0.007188,0.073750,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.122535,0.602503,0.055700,14.366000,0.000000,0.040000,0.010000,0.002000,0.538246,0.089869,0.010488,6.025233,1.693026,0.003068,0.106065,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.122535,0.602503,0.055700,14.366000,0.000000,0.040000,0.010000,0.002000,0.538246,0.089869,0.010488,6.025233,1.693026,0.003068,0.106065,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.122535,0.602503,0.055700,14.366000,0.000000,0.040000,0.010000,0.002000,0.538246,0.089869,0.010488,6.025233,1.693026,0.003068,0.106065,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.122535,0.602503,0.055700,14.366000,0.000000,0.040000,0.010000,0.002000,0.538246,0.089869,0.010488,6.025233,1.693026,0.003068,0.106065,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100
338,0.074688,0.068784,0.012834,11.946875,0.000000,0.040000,0.010000,0.002000,1.243094,0.228250,0.009722,4.841562,0.386375,0.007215,0.070625,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.125405,0.603396,0.055344,14.558667,0.000000,0.040000,0.010000,0.002000,0.538000,0.090241,0.010601,6.017578,1.710948,0.002738,0.104707,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.125405,0.603396,0.055344,14.558667,0.000000,0.040000,0.010000,0.002000,0.538000,0.090241,0.010601,6.017578,1.710948,0.002738,0.104707,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.125405,0.603396,0.055344,14.558667,0.000000,0.040000,0.010000,0.002000,0.538000,0.090241,0.010601,6.017578,1.710948,0.002738,0.104707,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.125405,0.603396,0.055344,14.558667,0.000000,0.040000,0.010000,0.002000,0.538000,0.090241,0.010601,6.017578,1.710948,0.002738,0.104707,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100
339,0.071250,0.066562,0.013085,12.012500,0.000000,0.040000,0.010000,0.002000,1.220625,0.222000,0.009813,4.803750,0.384500,0.007241,0.067500,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.128276,0.604290,0.054989,14.751333,0.000000,0.040000,0.010000,0.002000,0.537755,0.090613,0.010715,6.009922,1.728871,0.002407,0.103349,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.128276,0.604290,0.054989,14.751333,0.000000,0.040000,0.010000,0.002000,0.537755,0.090613,0.010715,6.009922,1.728871,0.002407,0.103349,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.128276,0.604290,0.054989,14.751333,0.000000,0.040000,0.010000,0.002000,0.537755,0.090613,0.010715,6.009922,1.728871,0.002407,0.103349,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.128276,0.604290,0.054989,14.751333,0.000000,0.040000,0.010000,0.002000,0.537755,0.090613,0.010715,6.009922,1.728871,0.002407,0.103349,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100
340,0.067812,0.064341,0.013336,12.078125,0.000000,0.040000,0.010000,0.002000,1.198156,0.215750,0.009903,4.765937,0.382625,0.007268,0.064375,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.131146,0.605184,0.054633,14.944000,0.000000,0.040000,0.010000,0.002000,0.537510,0.090985,0.010828,6.002267,1.746793,0.002077,0.101990,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.131146,0.605184,0.054633,14.944000,0.000000,0.040000,0.010000,0.002000,0.537510,0.090985,0.010828,6.002267,1.746793,0.002077,0.101990,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.131146,0.605184,0.054633,14.944000,0.000000,0.040000,0.010000,0.002000,0.537510,0.090985,0.010828,6.002267,1.746793,0.002077,0.101990,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.131146,0.605184,0.054633,14.944000,0.000000,0.040000,0.010000,0.002000,0.537510,0.090985,0.010828,6.002267,1.746793,0.002077,0.101990,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100
341,0.064375,0.062119,0.013587,12.143750,0.000000,0.040000,0.010000,0.002000,1.175687,0.209500,0.009994,4.728125,0.380750,0.007294,0.061250,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.134017,0.606077,0.054278,15.136667,0.000000,0.040000,0.010000,0.002000,0.537264,0.091357,0.010941,5.994611,1.764716,0.001747,0.100632,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.134017,0.606077,0.054278,15.136667,0.000000,0.040000,0.010000,0.002000,0.537264,0.091357,0.010941,5.994611,1.764716,0.001747,0.100632,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.134017,0.606077,0.054278,15.136667,0.000000,0.040000,0.010000,0.002000,0.537264,0.091357,0.010941,5.994611,1.764716,0.001747,0.100632,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.134017,0.606077,0.054278,15.136667,0.000000,0.040000,0.010000,0.002000,0.537264,0.091357,0.010941,5.994611,1.764716,0.001747,0.100632,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100
342,0.060938,0.059897,0.013839,12.209375,0.000000,0.040000,0.010000,0.002000,1.153219,0.203250,0.010084,4.690312,0.378875,0.007321,0.058125,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.136888,0.606971,0.053922,15.329333,0.000000,0.040000,0.010000,0.002000,0.537019,0.091730,0.011054,5.986956,1.782638,0.001417,0.099274,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.136888,0.606971,0.053922,15.329333,0.000000,0.040000,0.010000,0.002000,0.537019,0.091730,0.011054,5.986956,1.782638,0.001417,0.099274,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.136888,0.606971,0.053922,15.329333,0.000000,0.040000,0.010000,0.002000,0.537019,0.091730,0.011054,5.986956,1.782638,0.001417,0.099274,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.136888,0.606971,0.053922,15.329333,0.000000,0.040000,0.010000,0.002000,0.537019,0.091730,0.011054,5.986956,1.782638,0.001417,0.099274,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100
343,0.057500,0.057675,0.014090,12.275000,0.000000,0.040000,0.010000,0.002000,1.130750,0.197000,0.010175,4.652500,0.377000,0.007347,0.055000,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.139758,0.607864,0.053567,15.522000,0.000000,0.040000,0.010000,0.002000,0.536773,0.092102,0.011168,5.979300,1.800561,0.001087,0.097915,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.139758,0.607864,0.053567,15.522000,0.000000,0.040000,0.010000,0.002000,0.536773,0.092102,0.011168,5.979300,1.800561,0.001087,0.097915,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.139758,0.607864,0.053567,15.522000,0.000000,0.040000,0.010000,0.002000,0.536773,0.092102,0.011168,5.979300,1.800561,0.001087,0.097915,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.139758,0.607864,0.053567,15.522000,0.000000,0.040000,0.010000,0.002000,0.536773,0.092102,0.011168,5.979300,1.800561,0.001087,0.097915,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100
344,0.054062,0.055453,0.014341,12.340625,0.000000,0.040000,0.010000,0.002000,1.108281,0.190750,0.010266,4.614687,0.375125,0.007374,0.051875,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.142629,0.608758,0.053211,15.714667,0.000000,0.040000,0.010000,0.002000,0.536528,0.092474,0.011281,5.971644,1.818483,0.000757,0.096557,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.142629,0.608758,0.053211,15.714667,0.000000,0.040000,0.010000,0.002000,0.536528,0.092474,0.011281,5.971644,1.818483,0.000757,0.096557,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.142629,0.608758,0.053211,15.714667,0.000000,0.040000,0.010000,0.002000,0.536528,0.092474,0.011281,5.971644,1.818483,0.000757,0.096557,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.142629,0.608758,0.053211,15.714667,0.000000,0.040000,0.010000,0.002000,0.536528,0.092474,0.011281,5.971644,1.818483,0.000757,0.096557,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100
345,0.050625,0.053231,0.014592,12.406250,0.000000,0.040000,0.010000,0.002000,1.085812,0.184500,0.010356,4.576875,0.373250,0.007401,0.048750,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.145499,0.609651,0.052856,15.907333,0.000000,0.040000,0.010000,0.002000,0.536282,0.092846,0.011394,5.963989,1.836406,0.000427,0.095199,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.145499,0.609651,0.052856,15.907333,0.000000,0.040000,0.010000,0.002000,0.536282,0.092846,0.011394,5.963989,1.836406,0.000427,0.095199,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.145499,0.609651,0.052856,15.907333,0.000000,0.040000,0.010000,0.002000,0.536282,0.092846,0.011394,5.963989,1.836406,0.000427,0.095199,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.145499,0.609651,0.052856,15.907333,0.000000,0.040000,0.010000,0.002000,0.536282,0.092846,0.011394,5.963989,1.836406,0.000427,0.095199,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100
346,0.047188,0.051009,0.014844,12.471875,0.000000,0.040000,0.010000,0.002000,1.063344,0.178250,0.010447,4.539062,0.371375,0.007427,0.045625,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.148370,0.610545,0.052500,16.100000,0.000000,0.040000,0.010000,0.002000,0.536037,0.093218,0.011507,5.956333,1.854328,0.000097,0.093841,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.148370,0.610545,0.052500,16.100000,0.000000,0.040000,0.010000,0.002000,0.536037,0.093218,0.011507,5.956333,1.854328,0.000097,0.093841,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.148370,0.610545,0.052500,16.100000,0.000000,0.040000,0.010000,0.002000,0.536037,0.093218,0.011507,5.956333,1.854328,0.000097,0.093841,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.148370,0.610545,0.052500,16.100000,0.000000,0.040000,0.010000,0.002000,0.536037,0.093218,0.011507,5.956333,1.854328,0.000097,0.093841,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100
347,0.043750,0.048788,0.015095,12.537500,0.000000,0.040000,0.010000,0.002000,1.040875,0.172000,0.010537,4.501250,0.369500,0.007454,0.042500,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.148224,0.683422,0.052233,16.008947,0.000000,0.040000,0.010000,0.002000,0.615329,0.101814,0.012468,6.008211,1.903363,0.000535,0.101645,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.148224,0.683422,0.052233,16.008947,0.000000,0.040000,0.010000,0.002000,0.615329,0.101814,0.012468,6.008211,1.903363,0.000535,0.101645,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.148224,0.683422,0.052233,16.008947,0.000000,0.040000,0.010000,0.002000,0.615329,0.101814,0.012468,6.008211,1.903363,0.000535,0.101645,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.148224,0.683422,0.052233,16.008947,0.000000,0.040000,0.010000,0.002000,0.615329,0.101814,0.012468,6.008211,1.903363,0.000535,0.101645,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100
348,0.040313,0.046566,0.015346,12.603125,0.000000,0.040000,0.010000,0.002000,1.018406,0.165750,0.010628,4.463437,0.367625,0.007480,0.039375,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.148078,0.756299,0.051967,15.917895,0.000000,0.040000,0.010000,0.002000,0.694621,0.110410,0.013429,6.060088,1.952398,0.000973,0.109450,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.148078,0.756299,0.051967,15.917895,0.000000,0.040000,0.010000,0.002000,0.694621,0.110410,0.013429,6.060088,1.952398,0.000973,0.109450,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.148078,0.756299,0.051967,15.917895,0.000000,0.040000,0.010000,0.002000,0.694621,0.110410,0.013429,6.060088,1.952398,0.000973,0.109450,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.148078,0.756299,0.051967,15.917895,0.000000,0.040000,0.010000,0.002000,0.694621,0.110410,0.013429,6.060088,1.952398,0.000973,0.109450,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100
349,0.036875,0.044344,0.015598,12.668750,0.000000,0.040000,0.010000,0.002000,0.995937,0.159500,0.010719,4.425625,0.365750,0.007507,0.036250,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.147932,0.829176,0.051700,15.826842,0.000000,0.040000,0.010000,0.002000,0.773913,0.119007,0.014390,6.111965,2.001433,0.001411,0.117254,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.147932,0.829176,0.051700,15.826842,0.000000,0.040000,0.010000,0.002000,0.773913,0.119007,0.014390,6.111965,2.001433,0.001411,0.117254,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.147932,0.829176,0.051700,15.826842,0.000000,0.040000,0.010000,0.002000,0.773913,0.119007,0.014390,6.111965,2.001433,0.001411,0.117254,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.147932,0.829176,0.051700,15.826842,0.000000,0.040000,0.010000,0.002000,0.773913,0.119007,0.014390,6.111965,2.001433,0.001411,0.117254,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100
350,0.033437,0.042122,0.015849,12.734375,0.000000,0.040000,0.010000,0.002000,0.973469,0.153250,0.010809,4.387812,0.363875,0.007533,0.033125,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.147786,0.902053,0.051433,15.735789,0.000000,0.040000,0.010000,0.002000,0.853205,0.127603,0.015351,6.163842,2.050468,0.001849,0.125059,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.147786,0.902053,0.051433,15.735789,0.000000,0.040000,0.010000,0.002000,0.853205,0.127603,0.015351,6.163842,2.050468,0.001849,0.125059,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.147786,0.902053,0.051433,15.735789,0.000000,0.040000,0.010000,0.002000,0.853205,0.127603,0.015351,6.163842,2.050468,0.001849,0.125059,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.147786,0.902053,0.051433,15.735789,0.000000,0.040000,0.010000,0.002000,0.853205,0.127603,0.015351,6.163842,2.050468,0.001849,0.125059,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100
351,0.030000,0.039900,0.016100,12.800000,0.000000,0.040000,0.010000,0.002000,0.951000,0.147000,0.010900,4.350000,0.362000,0.007560,0.030000,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.147640,0.974929,0.051167,15.644737,0.000000,0.040000,0.010000,0.002000,0.932497,0.136199,0.016311,6.215719,2.099502,0.002287,0.132863,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.147640,0.974929,0.051167,15.644737,0.000000,0.040000,0.010000,0.002000,0.932497,0.136199,0.016311,6.215719,2.099502,0.002287,0.132863,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.147640,0.974929,0.051167,15.644737,0.000000,0.040000,0.010000,0.002000,0.932497,0.136199,0.016311,6.215719,2.099502,0.002287,0.132863,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.147640,0.974929,0.051167,15.644737,0.000000,0.040000,0.010000,0.002000,0.932497,0.136199,0.016311,6.215719,2.099502,0.002287,0.132863,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100
